amount,billing_cycle_day,customer_email,customer_id,customer_name,days_overdue,due_date,failure_reason,follow_up_count,items,leak_type,payment_method,retry_count,timestamp,transaction_id
1918.56,,,,Anusha,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T09:40:00,TXN00069
4617.64,,,,Hemani,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T14:20:00,TXN00266
105449.47,,,,"Lad, Dhar and Vohra",26,2026-07-20T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-20T00:00:00,INV0008
3498.02,,,,Charles,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T16:47:00,TXN00197
4534.28,,,,Damini,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T12:18:00,TXN00299
1845.84,,,,Falguni,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T12:53:00,TXN00075
999,1,,,Raksha,,,card_expired,,,failed_subscription,card,0,2026-08-24T00:00:00,SUB00044
1665.38,,,,Ayushman,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T10:46:00,TXN00247
2165.13,,,,Vasatika,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T17:14:00,TXN00173
199,15,,,Balvan,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-04T00:00:00,SUB00072
565.22,,,,Nitara,,,card_expired,,,failed_payment,card,0,2026-08-01T15:56:00,TXN00132
499,12,,,Robert,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-17T00:00:00,SUB00060
3413.06,,,,Isaiah,,,card_expired,,,failed_payment,card,0,2026-08-01T12:50:00,TXN00091
1547.31,,,,Chakrika,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T13:49:00,TXN00153
1823.85,,,,Falak,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T18:25:00,TXN00178
2273.13,,,,Vamakshi,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T09:40:00,TXN00158
1890.95,,,,Mitesh,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T14:02:00,TXN00199
2821.57,,,,Ikbal,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T18:25:00,TXN00170
4945.78,,,,Yuvraj,,,card_expired,,,failed_payment,card,0,2026-08-01T18:38:00,TXN00224
3110.11,,,,Ekaja,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T15:28:00,TXN00129
933.67,,,,Deepa,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T16:32:00,TXN00066
3442.65,,,,Kai,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T09:53:00,TXN00285
383540.49,,,,Vohra and Sons,25,2026-07-21T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-21T00:00:00,INV0000
1999,16,,,Eesha,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-23T00:00:00,SUB00031
1999,18,,,Ijaya,,,bank_declined,,,failed_subscription,upi,0,2026-08-12T00:00:00,SUB00085
393.19,,,,Rachita,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T17:08:00,TXN00050
3981.43,,,,Chaman,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T13:03:00,TXN00229
2733.02,,,,Zayyan,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T12:55:00,TXN00264
999,2,,,Udyati,,,mandate_expired,,,failed_subscription,card,0,2026-08-13T00:00:00,SUB00006
199,4,,,Arunima,,,bank_declined,,,failed_subscription,upi,0,2026-08-26T00:00:00,SUB00029
3339.65,,,,Neha,,,insufficient_funds,,,failed_payment,wallet,0,2026-08-01T18:15:00,TXN00166
2997.55,,,,Yatin,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T09:21:00,TXN00160
999,25,,,Jagat,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-12T00:00:00,SUB00071
2740.5,,,,Warda,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T15:43:00,TXN00110
3449.37,,,,Amara,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T10:57:00,TXN00022
4329.56,,,,Daksh,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T09:43:00,TXN00265
1577.04,,,,Megha,,,insufficient_funds,,,failed_payment,wallet,0,2026-08-01T15:54:00,TXN00134
4172.88,,,,Vanya,,,network_error,,,failed_payment,card,0,2026-08-01T13:33:00,TXN00251
4540.88,,,,Krish,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T09:52:00,TXN00064
2312.68,,,,Sai,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T11:42:00,TXN00099
3605.15,,,,Bhanumati,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T16:34:00,TXN00235
2726.16,,,,Vihaan,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T18:39:00,TXN00192
763.93,,,,Chaitaly,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T09:46:00,TXN00141
499,2,,,Joshua,,,card_expired,,,failed_subscription,upi,0,2026-08-08T00:00:00,SUB00013
1648.0,,,,Daksh,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T12:39:00,TXN00292
1990.36,,,,Luke,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T18:30:00,TXN00013
3361.36,,,,Madhavi,,,network_error,,,failed_payment,netbanking,0,2026-08-01T11:12:00,TXN00289
374.14,,,,Krisha,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T17:06:00,TXN00092
1178.71,,,,Ganga,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T09:21:00,TXN00223
499,17,,,Maya,,,mandate_expired,,,failed_subscription,card,0,2026-08-02T00:00:00,SUB00086
3475.55,,,,Falak,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T18:17:00,TXN00221
702.01,,,,Sanya,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T16:20:00,TXN00259
999,3,,,Manbir,,,card_expired,,,failed_subscription,card,0,2026-08-02T00:00:00,SUB00064
3897.47,,,,Qabil,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T16:04:00,TXN00175
1586.8,,,,Varsha,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T15:09:00,TXN00140
1999,5,,,Amrita,,,bank_declined,,,failed_subscription,upi,0,2026-08-27T00:00:00,SUB00057
4424.87,,,,Upma,,,insufficient_funds,,,failed_payment,upi,0,2026-08-01T09:25:00,TXN00072
571.65,,,,Prisha,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T16:12:00,TXN00001
3861.01,,,,Anvi,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T12:32:00,TXN00225
4714.48,,,,Ati,,,network_error,,,failed_payment,wallet,0,2026-08-01T16:13:00,TXN00246
2119.46,,,,Riya,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T09:00:00,TXN00087
2014.74,,,,Vinaya,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T18:54:00,TXN00280
244.46,,,,Yug,,,otp_timeout,,,failed_payment,card,0,2026-08-01T15:11:00,TXN00027
2942.0,,,,Tristan,,,network_error,,,failed_payment,card,0,2026-08-01T15:33:00,TXN00093
1016.05,,,,Ira,,,bank_server_down,,,failed_payment,card,0,2026-08-01T13:31:00,TXN00079
487.34,,,,Shravya,,,network_error,,,failed_payment,netbanking,0,2026-08-01T12:53:00,TXN00009
264457.46,,,,Dhar Ltd,2,2026-08-13T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-08-13T00:00:00,INV0004
531.44,,,,David,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T14:17:00,TXN00270
1618.68,,,,Tripti,,,network_error,,,failed_payment,card,0,2026-08-01T13:41:00,TXN00277
518.58,,,,Karan,,,card_expired,,,failed_payment,wallet,0,2026-08-01T13:08:00,TXN00121
4863.66,,,,Gaurav,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T12:02:00,TXN00024
2809.53,,,,Xalak,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T14:32:00,TXN00237
2129.36,,,,Naveen,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T13:46:00,TXN00219
2043.55,,,,Abeer,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T16:45:00,TXN00047
3291.11,,,,Kashvi,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T16:55:00,TXN00214
4352.45,,,,Ekapad,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T15:29:00,TXN00010
1999,20,,,Radha,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-17T00:00:00,SUB00088
2750.99,,,,Omkaar,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T11:23:00,TXN00042
199,8,,,Yashodhara,,,mandate_expired,,,failed_subscription,upi,0,2026-08-07T00:00:00,SUB00078
361.69,,,,Yuvraj,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T17:04:00,TXN00180
3026.7,,,,Yatin,,,network_error,,,failed_payment,card,0,2026-08-01T17:59:00,TXN00260
1589.03,,,,Indira,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T09:59:00,TXN00049
1240.33,,,,Jhalak,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T11:32:00,TXN00155
1999,24,,,Vasana,,,bank_declined,,,failed_subscription,card,0,2026-08-12T00:00:00,SUB00081
3100.24,,,,Krish,,,bank_server_down,,,failed_payment,card,0,2026-08-01T10:07:00,TXN00236
499,17,,,Pranit,,,mandate_expired,,,failed_subscription,card,0,2026-08-28T00:00:00,SUB00058
3254.69,,,,Ekanta,,,network_error,,,failed_payment,wallet,0,2026-08-01T13:56:00,TXN00267
3358.38,,,,Wazir,,,otp_timeout,,,failed_payment,card,0,2026-08-01T10:10:00,TXN00123
499,22,,,Tarak,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-22T00:00:00,SUB00017
1999,24,,,Mitesh,,,bank_declined,,,failed_subscription,upi,0,2026-08-01T00:00:00,SUB00020
3743.7,,,,Vanya,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T09:31:00,TXN00254
999,4,,,Hemani,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-05T00:00:00,SUB00047
1999,23,,,Bhavya,,,card_expired,,,failed_subscription,upi,0,2026-08-05T00:00:00,SUB00098
2988.85,,,,Aarnav,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T17:23:00,TXN00162
4939.51,,,,Praneel,,,card_expired,,,failed_payment,card,0,2026-08-01T18:13:00,TXN00227
3993.11,,,,Udarsh,,,network_error,,,failed_payment,wallet,0,2026-08-01T11:35:00,TXN00181
1009.16,,,,Simon,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T17:25:00,TXN00274
533.0,,,,Balvan,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T15:31:00,TXN00193
499,17,,,Chatresh,,,mandate_expired,,,failed_subscription,upi,0,2026-08-13T00:00:00,SUB00099
4381.06,,,,Shivansh,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T09:36:00,TXN00187
4066.36,,,,Hema,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T12:14:00,TXN00038
999,19,,,Abhimanyu,,,mandate_expired,,,failed_subscription,upi,0,2026-08-02T00:00:00,SUB00041
439.24,,,,Lohit,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T14:14:00,TXN00156
1344.14,,,,Pranav,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T09:40:00,TXN00053
4175.68,,,,Aadi,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T15:45:00,TXN00200
120457.63,,,,Sidhu-Bandi,1,2026-08-14T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-08-14T00:00:00,INV0005
514.93,,,,Ryan,,,insufficient_funds,,,failed_payment,wallet,0,2026-08-01T11:32:00,TXN00067
2586.11,,,,Oeshi,,,card_expired,,,failed_payment,wallet,0,2026-08-01T14:39:00,TXN00182
1766.55,,,,Chanakya,,,otp_timeout,,,failed_payment,card,0,2026-08-01T10:47:00,TXN00163
2101.64,,,,Ekalinga,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T14:02:00,TXN00085
227583.82,,,,Mangal-Vala,24,2026-07-22T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-22T00:00:00,INV0002
199,23,,,Vasatika,,,insufficient_funds,,,failed_subscription,card,0,2026-08-11T00:00:00,SUB00087
1992.65,,,,Varenya,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T15:07:00,TXN00006
999,20,,,Anvi,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-03T00:00:00,SUB00053
999,10,,,Mitali,,,card_expired,,,failed_subscription,card,0,2026-08-03T00:00:00,SUB00003
1999,12,,,Megha,,,mandate_expired,,,failed_subscription,card,0,2026-08-15T00:00:00,SUB00036
3374.91,,,,Hemal,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T15:28:00,TXN00086
199,28,,,Gopal,,,mandate_expired,,,failed_subscription,upi,0,2026-08-20T00:00:00,SUB00074
999,3,,,Damyanti,,,mandate_expired,,,failed_subscription,card,0,2026-08-12T00:00:00,SUB00007
999,16,,,Arya,,,insufficient_funds,,,failed_subscription,card,0,2026-08-17T00:00:00,SUB00076
4345.58,,,,Harshil,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T09:50:00,TXN00201
152545.21,,,,Kala Ltd,15,2026-07-31T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-31T00:00:00,INV0012
4189.52,,,,Orinder,,,card_expired,,,failed_payment,wallet,0,2026-08-01T15:38:00,TXN00105
3280.68,,,,Falguni,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T16:48:00,TXN00056
493.66,,,,Gauri,,,bank_server_down,,,failed_payment,card,0,2026-08-01T13:03:00,TXN00036
1853.06,,,,Neel,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T17:41:00,TXN00077
4183.73,,,,Dalaja,,,bank_server_down,,,failed_payment,card,0,2026-08-01T10:18:00,TXN00279
158.2,,,,Vincent,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T18:11:00,TXN00082
339.84,,,,Mohammed,,,card_expired,,,failed_payment,card,0,2026-08-01T16:28:00,TXN00283
93060.38,,,,Oak Group,15,2026-07-31T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-31T00:00:00,INV0006
98765.56,,,,Dhillon-Patla,0,2026-08-15T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-08-15T00:00:00,INV0010
1502.8,,,,Bhavani,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T16:41:00,TXN00128
3210.85,,,,Krish,,,bank_server_down,,,failed_payment,card,0,2026-08-01T12:54:00,TXN00035
2679.04,,,,Anika,,,network_error,,,failed_payment,card,0,2026-08-01T16:49:00,TXN00233
2300.41,,,,Zilmil,,,card_expired,,,failed_payment,card,0,2026-08-01T13:01:00,TXN00220
3837.79,,,,Michael,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T10:42:00,TXN00189
4414.46,,,,Deepa,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T15:18:00,TXN00059
199,15,,,Wakeeta,,,card_expired,,,failed_subscription,card,0,2026-08-11T00:00:00,SUB00096
999,7,,,Qushi,,,bank_declined,,,failed_subscription,card,0,2026-08-21T00:00:00,SUB00061
3401.86,,,,Wahab,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T18:13:00,TXN00217
3750.72,,,,Abhimanyu,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T11:39:00,TXN00062
3104.29,,,,Meera,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T11:55:00,TXN00012
195.58,,,,Zansi,,,network_error,,,failed_payment,netbanking,0,2026-08-01T16:56:00,TXN00195
2431.93,,,,David,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T16:32:00,TXN00161
499,28,,,Chavvi,,,insufficient_funds,,,failed_subscription,card,0,2026-08-20T00:00:00,SUB00039
1999,5,,,Neelima,,,card_expired,,,failed_subscription,upi,0,2026-08-04T00:00:00,SUB00084
1924.01,,,,Raksha,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T15:44:00,TXN00210
707.19,,,,Sara,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T13:45:00,TXN00249
1601.99,,,,Warda,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T10:46:00,TXN00061
1999,3,,,Reyansh,,,insufficient_funds,,,failed_subscription,card,0,2026-08-08T00:00:00,SUB00040
919.92,,,,Pavani,,,card_declined_by_issuer,,,failed_payment,wallet,0,2026-08-01T15:21:00,TXN00284
2015.76,,,,Amol,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T17:14:00,TXN00198
199,21,,,Daksh,,,bank_declined,,,failed_subscription,upi,0,2026-08-10T00:00:00,SUB00066
4408.35,,,,Samesh,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T10:20:00,TXN00028
1999,27,,,Dominic,,,insufficient_funds,,,failed_subscription,card,0,2026-08-15T00:00:00,SUB00005
499,24,,,Lila,,,bank_declined,,,failed_subscription,upi,0,2026-08-28T00:00:00,SUB00070
3871.65,,,,Prisha,,,card_expired,,,failed_payment,card,0,2026-08-01T13:21:00,TXN00262
827.92,,,,Siya,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T09:38:00,TXN00215
3396.88,,,,Ekanta,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T18:37:00,TXN00117
3630.42,,,,Deepa,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T12:28:00,TXN00063
1183.8,,,,Warda,,,bank_server_down,,,failed_payment,card,0,2026-08-01T13:31:00,TXN00058
129359.96,,,,Sundaram-Kashyap,28,2026-07-18T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-07-18T00:00:00,INV0013
4245.48,,,,Gagan,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T10:43:00,TXN00294
621.38,,,,Maanav,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T18:10:00,TXN00216
1999,7,,,Jalsa,,,bank_declined,,,failed_subscription,card,0,2026-08-02T00:00:00,SUB00025
499,4,,,Sai,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-07T00:00:00,SUB00051
458.26,,,,Jasmit,,,network_error,,,failed_payment,wallet,0,2026-08-01T16:39:00,TXN00231
199,15,,,Peter,,,insufficient_funds,,,failed_subscription,card,0,2026-08-14T00:00:00,SUB00068
313356.12,,,,Vyas-Amble,2,2026-08-13T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-08-13T00:00:00,INV0003
1488.02,,,,Kabir,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T11:05:00,TXN00222
2067.03,,,,Vedant,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T09:56:00,TXN00261
4976.47,,,,Harshil,,,mandate_expired,,,failed_payment,upi,0,2026-08-01T15:22:00,TXN00032
1939.75,,,,Nicholas,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T18:26:00,TXN00135
4223.34,,,,Jeevika,,,card_expired,,,failed_payment,wallet,0,2026-08-01T13:43:00,TXN00100
1268.11,,,,Zansi,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T12:17:00,TXN00137
1999,27,,,Unni,,,mandate_expired,,,failed_subscription,upi,0,2026-08-19T00:00:00,SUB00055
199,21,,,Osha,,,bank_declined,,,failed_subscription,upi,0,2026-08-26T00:00:00,SUB00093
499,25,,,Pallavi,,,card_expired,,,failed_subscription,upi,0,2026-08-10T00:00:00,SUB00012
1974.54,,,,Upadhriti,,,card_expired,,,failed_payment,card,0,2026-08-01T16:44:00,TXN00255
499,18,,,Waida,,,mandate_expired,,,failed_subscription,upi,0,2026-08-04T00:00:00,SUB00045
4245.75,,,,Bahadurjit,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T13:09:00,TXN00269
199,2,,,Ekiya,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-12T00:00:00,SUB00022
4876.55,,,,Mitesh,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T18:30:00,TXN00250
3193.11,,,,Madhav,,,card_expired,,,failed_payment,card,0,2026-08-01T16:12:00,TXN00020
277116.45,,,,"Aurora, Purohit and Mittal",9,2026-08-06T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-08-06T00:00:00,INV0014
1358.61,,,,Agastya,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T11:04:00,TXN00096
3481.08,,,,Ronith,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T17:05:00,TXN00242
2403.52,,,,Rachita,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T18:03:00,TXN00097
199,17,,,Bhavya,,,card_expired,,,failed_subscription,upi,0,2026-08-18T00:00:00,SUB00018
4289.22,,,,Bimala,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T16:09:00,TXN00107
1999,27,,,Daksha,,,insufficient_funds,,,failed_subscription,upi,0,2026-08-07T00:00:00,SUB00001
4317.81,,,,Saksham,,,network_error,,,failed_payment,card,0,2026-08-01T15:29:00,TXN00186
199,10,,,Lipika,,,insufficient_funds,,,failed_subscription,card,0,2026-08-06T00:00:00,SUB00059
341.2,,,,Anamika,,,network_error,,,failed_payment,card,0,2026-08-01T16:31:00,TXN00204
2836.52,,,,Tamanna,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T12:45:00,TXN00034
1916.85,,,,Chatresh,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T13:03:00,TXN00297
4526.85,,,,Hardik,,,otp_timeout,,,failed_payment,wallet,0,2026-08-01T11:48:00,TXN00046
2126.86,,,,Henry,,,bank_server_down,,,failed_payment,upi,0,2026-08-01T18:15:00,TXN00104
3944.57,,,,Warinder,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T16:01:00,TXN00073
532.18,,,,Advay,,,otp_timeout,,,failed_payment,card,0,2026-08-01T14:00:00,TXN00008
3368.52,,,,Ansh,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T14:58:00,TXN00288
3763.2,,,,Saksham,,,insufficient_funds,,,failed_payment,upi,0,2026-08-01T18:11:00,TXN00017
1173.27,,,,Bishakha,,,insufficient_funds,,,failed_payment,netbanking,0,2026-08-01T18:40:00,TXN00015
205821.17,,,,Khare-Tailor,0,2026-08-15T00:00:00,overdue,,,overdue_invoice,bank_transfer,0,2026-08-15T00:00:00,INV0011
2068.81,,,,Shivansh,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T16:49:00,TXN00016
4367.57,,,,Bhavya,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T13:04:00,TXN00179
3960.93,,,,Xiti,,,otp_timeout,,,failed_payment,netbanking,0,2026-08-01T14:29:00,TXN00088
2263.8,,,,Fariq,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T09:29:00,TXN00108
938.87,,,,Eta,,,bank_server_down,,,failed_payment,netbanking,0,2026-08-01T15:03:00,TXN00011
999,7,,,Guneet,,,mandate_expired,,,failed_subscription,upi,0,2026-08-20T00:00:00,SUB00046
499,3,,,Rayaan,,,bank_declined,,,failed_subscription,upi,0,2026-08-13T00:00:00,SUB00083
999,23,,,Warjas,,,mandate_expired,,,failed_subscription,upi,0,2026-08-19T00:00:00,SUB00090
1602.41,,,,Fariq,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T09:29:00,TXN00190
1483.89,,,,Janya,,,bank_server_down,,,failed_payment,card,0,2026-08-01T12:48:00,TXN00000
832.67,,,,Umang,,,insufficient_funds,,,failed_payment,card,0,2026-08-01T12:51:00,TXN00209
363.82,,,,Nidhi,,,bank_server_down,,,failed_payment,card,0,2026-08-01T14:41:00,TXN00065
2283.38,,,,Utkarsh,,,bank_server_down,,,failed_payment,wallet,0,2026-08-01T13:52:00,TXN00101
603.25,,,,Balvan,,,payer_bank_timeout,,,failed_payment,upi,0,2026-08-01T16:13:00,TXN00291
999,2,,,Yagnesh,,,insufficient_funds,,,failed_subscription,card,0,2026-08-10T00:00:00,SUB00009
1852.83,,,,Gaurav,,,upi_pin_wrong,,,failed_payment,upi,0,2026-08-01T11:31:00,TXN00272
1123.85,,,,Banjeet,,,card_expired,,,failed_payment,netbanking,0,2026-08-01T18:12:00,TXN00206
999,20,,,Ayush,,,card_expired,,,failed_subscription,upi,0,2026-08-12T00:00:00,SUB00016
499,1,,,Bhavini,,,mandate_expired,,,failed_subscription,card,0,2026-08-12T00:00:00,SUB00052
1529.05,,,,Ethan,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T17:10:00,TXN00143
2157.0,,,,Jeet,,,insufficient_funds,,,failed_payment,upi,0,2026-08-01T16:44:00,TXN00240
1374.52,,,,Vasudha,,,insufficient_funds,,,failed_payment,wallet,0,2026-08-01T17:09:00,TXN00144
1999,28,,,Yauvani,,,card_expired,,,failed_subscription,upi,0,2026-08-04T00:00:00,SUB00080
1994.85,,,,Urmi,,,card_declined_by_issuer,,,failed_payment,card,0,2026-08-01T09:06:00,TXN00106
